billedcost,billingaccountid,billingaccountname,billingaccounttype,billingcurrency,billingperiodend,billingperiodstart,chargecategory,chargeclass,chargedescription,chargefrequency,chargeperiodend,chargeperiodstart,commitmentdiscountid,commitmentdiscountname,commitmentdiscountquantity,commitmentdiscountstatus,commitmentdiscounttype,consumedquantity,consumedunit,contractedcost,contractedunitprice,effectivecost,invoiceissuername,listcost,listunitprice,pricingcategory,pricingquantity,pricingunit,providername,publishername,regionid,regionname,resourceid,resourcename,resourcetype,servicecategory,servicename,skuid,skupriceid,subaccountid,subaccountname,subaccounttype,x_accountid,x_accountname,x_accountownerid,x_billedcostinusd,x_billedunitprice,x_billingaccountid,x_billingaccountname,x_billingexchangerate,x_billingexchangeratedate,x_billingprofileid,x_billingprofilename,x_contractedcostinusd,x_costallocationrulename,x_costcenter,x_customerid,x_customername,x_effectivecostinusd,x_effectiveunitprice,x_invoiceid,x_invoiceissuerid,x_invoicesectionid,x_invoicesectionname,x_listcostinusd,x_partnercreditapplied,x_partnercreditrate,x_pricingblocksize,x_pricingcurrency,x_pricingsubcategory,x_pricingunitdescription,x_publishercategory,x_publisherid,x_resellerid,x_resellername,x_resourcegroupname,x_resourcetype,x_serviceperiodend,x_serviceperiodstart,x_skudescription,x_skudetails,x_skuiscrediteligible,x_skumetercategory,x_skumeterid,x_skumetername,x_skumetersubcategory,x_skuofferid,x_skuorderid,x_skuordername,x_skupartnumber,x_skuregion,x_skuservicefamily,x_skuterm,x_skutier,tags
0.2149092,/providers/Microsoft.Billing/billingAccounts/92487455,Genafcbeg sbe AFJ,Billing Account,AUD,2/1/2025 0:00,1/1/2025 0:00,Usage,,Microsoft Defender CSPM - Standard - Nodes,Usage-Based,1/10/2025 0:00,1/9/2025 0:00,,,,,,24,Units/Hour,0.2149092,0.00895455,0.2149092,Microsoft,0.25152,0.01048,Standard,24,Units/Hour,Microsoft,Microsoft,australiaeast,Australia East,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3/erfbheprtebhcf/nnv-ov-jbexsybj-et-oyq56/cebivqref/zvpebfbsg.fgbentr/fgbentrnppbhagf/fgbentrnppbhagnnvovo236,fgbentrnppbhagnnvovo236,Storage account,Storage,Storage Accounts,616515395,616515395,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3,gsafj-rqnf-nanylgvpf-abacebq,Subscription,640371,fip-nmher-fhonhgb@GenafcbegPybhq.bazvpebfbsg.pbz,fip-nmher-fhonhgb@genafcbegpybhq.bazvpebfbsg.pbz,,0.00895455,92487455,Genafcbeg sbe AFJ,1,1/1/2025 0:00,92487455,Genafcbeg sbe AFJ,,,C.5564271,,,,0.00895455,,,696330,Qngnpbz,,,,1,AUD,Standard,1/Hour,Cloud Provider,Microsoft,,,NNV-OV-Jbexsybj-et-oyq56,Microsoft.Storage/storageAccounts,,,Microsoft Defender CSPM - Standard - Nodes,"{""Cloud"": ""Azure""}",1,Microsoft Defender for Cloud,5c3a13cf-f401-5070-b805-5834ab6dcfd3,Standard Node,Microsoft Defender CSPM,MS-AZR-0017P,,,AAN-64248,,,,,"{""application"": ""qrsnhyg"", ""environment"": ""Dev"", ""cost_center"": ""5555637666""}"
1.54E-07,/providers/Microsoft.Billing/billingAccounts/92487455,Genafcbeg sbe AFJ,Billing Account,AUD,2/1/2025 0:00,1/1/2025 0:00,Usage,,Bandwidth Inter-Region - Intra Continent Data Transfer Out - Oceania,Usage-Based,1/10/2025 0:00,1/9/2025 0:00,,,,,,1.51E-06,GB,1.54E-07,0.10227885,1.54E-07,Microsoft,1.81E-07,0.11973,Standard,1.51E-06,GB,Microsoft,Microsoft,australiaeast,Australia East,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3/erfbheprtebhcf/qngnoevpxf-et-c7c-nanylgvpf-nqox-qri-fhbeohikc90dt/cebivqref/zvpebfbsg.pbzchgr/iveghnyznpuvarf/8q5sps569opn9o41o6r54p247o8288qn,8q5sps569opn9o41o6r54p247o8288qn,Virtual machine,Compute,Virtual Machines,616168984,616168984,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3,gsafj-rqnf-nanylgvpf-abacebq,Subscription,640371,fip-nmher-fhonhgb@GenafcbegPybhq.bazvpebfbsg.pbz,fip-nmher-fhonhgb@genafcbegpybhq.bazvpebfbsg.pbz,,0.10227885,92487455,Genafcbeg sbe AFJ,1,1/1/2025 0:00,92487455,Genafcbeg sbe AFJ,,,C.5564271,,,,0.10227885,,,696330,Qngnpbz,,,,1,AUD,Standard,1 GB,Cloud Provider,Microsoft,,,qngnoevpxf-et-c7c-nanylgvpf-nqox-qri-fhbeohikc90dt,microsoft.compute/virtualmachines,,,Bandwidth Inter-Region - Intra Continent Data Transfer Out - Oceania,"{""NodeId"": ""f377c3ea-c4f3-42c5-90d2-b641b148af95"", ""VmName"": ""3d0fcf014bca4b96b1e09c792b3733da"", ""ContainerId"": ""849e51d0-f800-4dea-9cf0-ee37bf834112"", ""PipelineType"": ""v2"", ""DataTransferDirection"": ""DataTrOut""}",1,Bandwidth,0895ed20-2c79-4201-86a3-89f73d93515a,Intra Continent Data Transfer Out,Inter-Region,MS-AZR-0017P,,,AAD-84503,Oceania,,,,"{""application"": null, ""environment"": null, ""cost_center"": null}"
0.000214668,/providers/Microsoft.Billing/billingAccounts/92487455,Genafcbeg sbe AFJ,Billing Account,AUD,2/1/2025 0:00,1/1/2025 0:00,Usage,,Logic Apps - Consumption Built-in Actions - AU East,Usage-Based,1/10/2025 0:00,1/9/2025 0:00,,,,,,6,Units,0.000214668,0.000035778,0.000214668,Microsoft,0.0002514,0.0000419,Standard,6,Units,Microsoft,Microsoft,australiaeast,Australia East,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3/erfbheprtebhcf/gff-vpz-et-ceq/cebivqref/zvpebfbsg.ybtvp/jbexsybjf/gff-vpz-znvyabgvsvpngvba-yn,GFF-VPZ-ZNVYABGVSVPNGVBA-YN,Logic app,Integration,Logic Apps,1035948,1035948,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3,gsafj-rqnf-nanylgvpf-abacebq,Subscription,640371,fip-nmher-fhonhgb@GenafcbegPybhq.bazvpebfbsg.pbz,fip-nmher-fhonhgb@genafcbegpybhq.bazvpebfbsg.pbz,,0.000035778,92487455,Genafcbeg sbe AFJ,1,1/1/2025 0:00,92487455,Genafcbeg sbe AFJ,,,C.5564271,,,,0.000035778,,,696330,Qngnpbz,,,,1,AUD,Standard,1,Cloud Provider,Microsoft,,,GFF-VPZ-ET-CEQ,MICROSOFT.LOGIC/WORKFLOWS,,,Logic Apps - Consumption Built-in Actions - AU East,,1,Logic Apps,43ef502e-4dec-4ef5-93b3-18a7703eba9c,Consumption Built-in Actions,,MS-AZR-0017P,,,AAA-22032,AU East,,,,"{""application"": ""gsafj-rqnf-nanylgvpf-abacebq"", ""environment"": ""Dev"", ""cost_center"": ""6555672185""}"
0,/providers/Microsoft.Billing/billingAccounts/92487455,Genafcbeg sbe AFJ,Billing Account,AUD,2/1/2025 0:00,1/1/2025 0:00,Usage,,Rtn Preference: MGN - Standard Data Transfer In - AU East,Usage-Based,1/10/2025 0:00,1/9/2025 0:00,,,,,,0.000137,GB,0,0,0,Microsoft,0,0,Standard,0.000137,GB,Microsoft,Microsoft,australiaeast,Australia East,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3/erfbheprtebhcf/izf-enqne-et-qri/cebivqref/zvpebfbsg.fgbentr/fgbentrnppbhagf/pvrkcbegpbzzragf,pvrkcbegpbzzragf,Storage account,Storage,Storage Accounts,1010515,1010515,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3,gsafj-rqnf-nanylgvpf-abacebq,Subscription,640371,fip-nmher-fhonhgb@GenafcbegPybhq.bazvpebfbsg.pbz,fip-nmher-fhonhgb@genafcbegpybhq.bazvpebfbsg.pbz,,0,92487455,Genafcbeg sbe AFJ,1,1/1/2025 0:00,92487455,Genafcbeg sbe AFJ,,,C.5564271,,,,0,,,696330,Qngnpbz,,,,1,AUD,Standard,1 GB,Cloud Provider,Microsoft,,,IZF-Enqne-et-qri,Microsoft.Storage/storageAccounts,,,Rtn Preference: MGN - Standard Data Transfer In - AU East,,1,Bandwidth,42bb05e1-6f42-4de1-a6ba-7ffb976cb560,Standard Data Transfer In,Rtn Preference: MGN,MS-AZR-0017P,,,Q5H-00019,AU East,,,,"{""application"": ""qrsnhyg"", ""environment"": ""Dev"", ""cost_center"": ""5555637666""}"
2.58E-07,/providers/Microsoft.Billing/billingAccounts/92487455,Genafcbeg sbe AFJ,Billing Account,AUD,2/1/2025 0:00,1/1/2025 0:00,Usage,,Rtn Preference: MGN - Standard Data Transfer Out - AU East,Usage-Based,1/10/2025 0:00,1/9/2025 0:00,,,,,,1.68E-06,GB,2.58E-07,0.153765,2.58E-07,Microsoft,3.02E-07,0.18,Standard,1.68E-06,GB,Microsoft,Microsoft,australiaeast,Australia East,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3/erfbheprtebhcf/c7c-nace-et/cebivqref/zvpebfbsg.znpuvaryrneavatfreivprf/jbexfcnprf/c7cnacenzyjf,c7cnacenzyjf,Azure Machine Learning workspace,AI and Machine Learning,Azure Machine Learning,1011515,1011515,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3,gsafj-rqnf-nanylgvpf-abacebq,Subscription,640371,fip-nmher-fhonhgb@GenafcbegPybhq.bazvpebfbsg.pbz,fip-nmher-fhonhgb@genafcbegpybhq.bazvpebfbsg.pbz,,0.153765,92487455,Genafcbeg sbe AFJ,1,1/1/2025 0:00,92487455,Genafcbeg sbe AFJ,,,C.5564271,,,,0.153765,,,696330,Qngnpbz,,,,1,AUD,Standard,1 GB,Cloud Provider,Microsoft,,,c7c-nace-et,Microsoft.MachineLearningServices/workspaces,,,Rtn Preference: MGN - Standard Data Transfer Out - AU East,"{""NodeType"": ""Dedicated"", ""PoolName"": ""compute-poorna_c5475b1c-2819-478d-b14e-456b79cb6b27"", ""UsageType"": ""virtualmachinescalesets"", ""ConfigType"": ""VirtualMachine"", ""AccountName"": ""bai24499671101746143625a"", ""ClusterType"": ""DSI"", ""SourceEventId"": ""d1d691b3-a670-4ca0-d3ae-f9498f4bcb5b"", ""AmlWorkspaceId"": ""d14a23e8-17e5-460f-97fc-0cf6d581f5ce"", ""AMLResourceType"": ""Provisioner.Batch"", ""EmittingService"": ""Machine Learning Service - Non DSVM"", ""Processor_Version"": ""BillingProcessorV2"", ""HostSubscriptionId"": ""638e6bf4-26ad-478e-9cec-b47a06e84c00"", ""PoolAllocationMode"": ""BatchService"", ""SourceResourceProvider"": ""Batch""}",1,Bandwidth,fe167397-a38d-43c3-9bb3-8e2907e56a41,Standard Data Transfer Out,Rtn Preference: MGN,MS-AZR-0017P,,,Q5H-00002,AU East,,,,"{""application"": ""gsafj-rqnf-nanylgvpf-abacebq"", ""environment"": ""Dev"", ""cost_center"": ""5555637666""}"
1.92E-06,/providers/Microsoft.Billing/billingAccounts/92487455,Genafcbeg sbe AFJ,Billing Account,AUD,2/1/2025 0:00,1/1/2025 0:00,Usage,,Files v2 - ZRS - List Operations - AU East,Usage-Based,1/10/2025 0:00,1/9/2025 0:00,,,,,,1,Units,1.92E-06,0.0191754,1.92E-06,Microsoft,0.000002245,0.02245,Standard,0.0001,Units,Microsoft,Microsoft,australiaeast,Australia East,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3/erfbheprtebhcf/flqarlgenvaf-rzo-et-qri/cebivqref/zvpebfbsg.fgbentr/fgbentrnppbhagf/flqarlgenvafrzoqebarchng,flqarlgenvafrzoqebarchng,Storage account,Storage,Storage Accounts,1083218,1083218,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3,gsafj-rqnf-nanylgvpf-abacebq,Subscription,640371,fip-nmher-fhonhgb@GenafcbegPybhq.bazvpebfbsg.pbz,fip-nmher-fhonhgb@genafcbegpybhq.bazvpebfbsg.pbz,,0.0191754,92487455,Genafcbeg sbe AFJ,1,1/1/2025 0:00,92487455,Genafcbeg sbe AFJ,,,C.5564271,,,,0.0191754,,,696330,Qngnpbz,,,,10000,AUD,Standard,10K,Cloud Provider,Microsoft,,,FlqarlGenvaf-RZO-et-qri,Microsoft.Storage/storageAccounts,,,Files v2 - ZRS - List Operations - AU East,,1,Storage,f5983d22-19bf-4f74-b476-8cb82d227921,ZRS List Operations,Files v2,MS-AZR-0017P,,,AAA-71167,AU East,,,,"{""application"": ""qrsnhyg"", ""environment"": ""Dev"", ""cost_center"": ""5555637666""}"
1.06E-06,/providers/Microsoft.Billing/billingAccounts/92487455,Genafcbeg sbe AFJ,Billing Account,AUD,2/1/2025 0:00,1/1/2025 0:00,Usage,,General Block Blob - List and Create Container Operations,Usage-Based,1/10/2025 0:00,1/9/2025 0:00,,,,,,23,Units,1.06E-06,0.00046029,1.06E-06,Microsoft,1.24E-06,0.000539,Standard,0.0023,Units,Microsoft,Microsoft,australiaeast,Australia East,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3/erfbheprtebhcf/flqarlzrgeb-qvtvgny-et-qri/cebivqref/zvpebfbsg.fgbentr/fgbentrnppbhagf/nffrgqngnybtf,nffrgqngnybtf,Storage account,Storage,Storage Accounts,1018410,1018410,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3,gsafj-rqnf-nanylgvpf-abacebq,Subscription,640371,fip-nmher-fhonhgb@GenafcbegPybhq.bazvpebfbsg.pbz,fip-nmher-fhonhgb@genafcbegpybhq.bazvpebfbsg.pbz,,0.00046029,92487455,Genafcbeg sbe AFJ,1,1/1/2025 0:00,92487455,Genafcbeg sbe AFJ,,,C.5564271,,,,0.00046029,,,696330,Qngnpbz,,,,10000,AUD,Standard,10K,Cloud Provider,Microsoft,,,FlqarlZrgeb-Qvtvgny-et-qri,Microsoft.Storage/storageAccounts,,,General Block Blob - List and Create Container Operations,,1,Storage,f8c187bb-5a47-46ae-b874-f186d207fff4,LRS List and Create Container Operations,General Block Blob,MS-AZR-0017P,,,N9H-00743,,,,,"{""application"": ""596764"", ""environment"": ""Dev"", ""cost_center"": ""1555186563""}"
6.14E-06,/providers/Microsoft.Billing/billingAccounts/92487455,Genafcbeg sbe AFJ,Billing Account,AUD,2/1/2025 0:00,1/1/2025 0:00,Usage,,Files - Read Operations,Usage-Based,1/10/2025 0:00,1/9/2025 0:00,,,,,,32,Units,6.14E-06,0.00191955,6.14E-06,Microsoft,0.0000072,0.00225,Standard,0.0032,Units,Microsoft,Microsoft,australiaeast,Australia East,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3/erfbheprtebhcf/fre-fprz-et-qri/cebivqref/zvpebfbsg.fgbentr/fgbentrnppbhagf/frefprzetqrionr9,frefprzetqrionr9,Storage account,Storage,Storage Accounts,1009459,1009459,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3,gsafj-rqnf-nanylgvpf-abacebq,Subscription,640371,fip-nmher-fhonhgb@GenafcbegPybhq.bazvpebfbsg.pbz,fip-nmher-fhonhgb@genafcbegpybhq.bazvpebfbsg.pbz,,0.00191955,92487455,Genafcbeg sbe AFJ,1,1/1/2025 0:00,92487455,Genafcbeg sbe AFJ,,,C.5564271,,,,0.00191955,,,696330,Qngnpbz,,,,10000,AUD,Standard,10K,Cloud Provider,Microsoft,,,FRE-fprz-et-qri,Microsoft.Storage/storageAccounts,,,Files - Read Operations,,1,Storage,761abab8-259d-4206-a6ae-707ed03fc540,Read Operations,Files,MS-AZR-0017P,,,N9H-00797,,,,,"{""application"": ""gsafj-rqnf-nanylgvpf-abacebq"", ""environment"": ""Prod"", ""cost_center"": ""5555637666""}"
0.000441617,/providers/Microsoft.Billing/billingAccounts/92487455,Genafcbeg sbe AFJ,Billing Account,AUD,2/1/2025 0:00,1/1/2025 0:00,Usage,,Microsoft Defender for Storage - Standard Transactions,Usage-Based,1/10/2025 0:00,1/9/2025 0:00,,,,,,173,Units,0.000441617,0.025527,0.000441617,Microsoft,0.00051727,0.0299,Standard,0.0173,Units,Microsoft,Microsoft,australiaeast,Australia East,/fhofpevcgvbaf/qp4pn647-16no-9pns-3780-p53nnnp26285/erfbheprtebhcf/qngn-mbar-et/cebivqref/zvpebfbsg.fgbentr/fgbentrnppbhagf/fgcbp6grfgpzx,fgcbp6grfgpzx,Storage account,Storage,Storage Accounts,611182811,611182811,/fhofpevcgvbaf/qp4pn647-16no-9pns-3780-p53nnnp26285,gsafj-fg-cbp6-abacebq,Subscription,755032,fip_nalpybhq_fhonhgb@genafcbeg.afj.tbi.nh,fip_nalpybhq_fhonhgb@genafcbeg.afj.tbi.nh,,0.025527,92487455,Genafcbeg sbe AFJ,1,1/1/2025 0:00,92487455,Genafcbeg sbe AFJ,,,,,,,0.025527,,,696339,Genafcbeg Pyhfgre Freivprf,,,,10000,AUD,Standard,10K,Cloud Provider,Microsoft,,,QNGN-Mbar-ET,Microsoft.Storage/storageAccounts,,,Microsoft Defender for Storage - Standard Transactions,"{""Cloud"": ""Azure"", ""StorageService"": ""Files""}",1,Microsoft Defender for Cloud,8a752c6d-6098-4f15-8828-3716ba46d524,Standard Transactions,Storage,MS-AZR-0017P,,,AAA-97331,,,,,"{""application"": ""gsafj-fg-cbp6-abacebq"", ""environment"": null, ""cost_center"": null}"
0.001573477,/providers/Microsoft.Billing/billingAccounts/92487455,Genafcbeg sbe AFJ,Billing Account,AUD,2/1/2025 0:00,1/1/2025 0:00,Usage,,Rtn Preference: MGN - Standard Data Transfer Out - AU East,Usage-Based,1/10/2025 0:00,1/9/2025 0:00,,,,,,0.010233,GB,0.001573477,0.153765,0.001573477,Microsoft,0.00184194,0.18,Standard,0.010233,GB,Microsoft,Microsoft,australiaeast,Australia East,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3/erfbheprtebhcf/rqnf-funerq-abacebq-ncc/cebivqref/zvpebfbsg.jro/fvgrf/rqnf-qrirybczrag-ncc-oyq,rqnf-qrirybczrag-ncc-oyq,App Service web app,Web,Azure App Service,1011515,1011515,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3,gsafj-rqnf-nanylgvpf-abacebq,Subscription,640371,fip-nmher-fhonhgb@GenafcbegPybhq.bazvpebfbsg.pbz,fip-nmher-fhonhgb@genafcbegpybhq.bazvpebfbsg.pbz,,0.153765,92487455,Genafcbeg sbe AFJ,1,1/1/2025 0:00,92487455,Genafcbeg sbe AFJ,,,C.5564271,,,,0.153765,,,696330,Qngnpbz,,,,1,AUD,Standard,1 GB,Cloud Provider,Microsoft,,,rqnf-funerq-abacebq-ncc,microsoft.web/sites,,,Rtn Preference: MGN - Standard Data Transfer Out - AU East,"{""AppServicePlanUri"": ""/subscriptions/a1e8e6ff-9083-421a-9dd8-ab8ed04c70c8/resourcegroups/edas-shared-nonprod-app/providers/microsoft.web/serverfarms/edas-development-app-nonprod""}",1,Bandwidth,fe167397-a38d-43c3-9bb3-8e2907e56a41,Standard Data Transfer Out,Rtn Preference: MGN,MS-AZR-0017P,,,Q5H-00002,AU East,,,,"{""application"": ""gsafj-rqnf-nanylgvpf-abacebq"", ""environment"": ""Nonprod"", ""cost_center"": ""5555637666""}"
0.00358325,/providers/Microsoft.Billing/billingAccounts/92487455,Genafcbeg sbe AFJ,Billing Account,AUD,2/1/2025 0:00,1/1/2025 0:00,Usage,,Bandwidth Inter-Region - Inter Continent Data Transfer Out - OCEANIA To Any - Intercontinental,Usage-Based,1/10/2025 0:00,1/9/2025 0:00,,,,,,0.035034123,GB,0.00358325,0.10227885,0.00358325,Microsoft,0.004194636,0.11973,Standard,0.035034123,GB,Microsoft,Microsoft,australiaeast,Australia East,/fhofpevcgvbaf/69q61583-so40-90q7-n792-r407453orr8p/erfbheprtebhcf/cebq-cf-vzngpu-et-nhrn-56/cebivqref/zvpebfbsg.pbzchgr/iveghnyznpuvarf/cebq-cf-vzngpu-qo-iz-nhrn-56,cebq-cf-vzngpu-qo-iz-nhrn-56,Virtual machine,Compute,Virtual Machines,616167951,616167951,/fhofpevcgvbaf/69q61583-so40-90q7-n792-r407453orr8p,gsafj-tf-nccf-cebq,Subscription,755032,fip_nalpybhq_fhonhgb@genafcbeg.afj.tbi.nh,fip_nalpybhq_fhonhgb@genafcbeg.afj.tbi.nh,,0.10227885,92487455,Genafcbeg sbe AFJ,1,1/1/2025 0:00,92487455,Genafcbeg sbe AFJ,,,,,,,0.10227885,,,696339,Genafcbeg Pyhfgre Freivprf,,,,1,AUD,Standard,1 GB,Cloud Provider,Microsoft,,,cebq-cf-vzngpu-et-nhrn-56,microsoft.compute/virtualmachines,,,Bandwidth Inter-Region - Inter Continent Data Transfer Out - OCEANIA To Any - Intercontinental,"{""NodeId"": ""1e79bb2d-0c74-4421-9131-ad2fa9a8b557"", ""VmName"": ""prod-ps-imatch-db-vm-auea-01"", ""ContainerId"": ""25f5aaaa-01f8-4fbb-ad85-ab97d2e8a24f"", ""PipelineType"": ""v2"", ""DataTransferDirection"": ""DataTrOut""}",1,Bandwidth,123d1fc1-1bef-44ec-81a3-4ca059b87a45,Inter Continent Data Transfer Out - OCEANIA To Any,Inter-Region,MS-AZR-0017P,,,AAD-84509,Intercontinental,,,,"{""application"": ""595483"", ""environment"": ""Production"", ""cost_center"": null}"
0.006432,/providers/Microsoft.Billing/billingAccounts/92487455,Genafcbeg sbe AFJ,Billing Account,AUD,2/1/2025 0:00,1/1/2025 0:00,Usage,,IP Addresses - Standard IPv4 Static Public IP,Usage-Based,1/10/2025 0:00,1/9/2025 0:00,,,,,,1,Hours,0.006432,0.006432,0.006432,Microsoft,0.0075,0.0075,Standard,1,Hours,Microsoft,Microsoft,australiaeast,Australia East,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3/erfbheprtebhcf/c7c-nace-et/cebivqref/zvpebfbsg.znpuvaryrneavatfreivprf/jbexfcnprf/c7cnacenzyjf,c7cnacenzyjf,Azure Machine Learning workspace,AI and Machine Learning,Azure Machine Learning,1071790,1071790,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3,gsafj-rqnf-nanylgvpf-abacebq,Subscription,640371,fip-nmher-fhonhgb@GenafcbegPybhq.bazvpebfbsg.pbz,fip-nmher-fhonhgb@genafcbegpybhq.bazvpebfbsg.pbz,,0.006432,92487455,Genafcbeg sbe AFJ,1,1/1/2025 0:00,92487455,Genafcbeg sbe AFJ,,,C.5564271,,,,0.006432,,,696330,Qngnpbz,,,,1,AUD,Standard,1 Hour,Cloud Provider,Microsoft,,,c7c-nace-et,Microsoft.MachineLearningServices/workspaces,,,IP Addresses - Standard IPv4 Static Public IP,"{""NodeType"": ""Dedicated"", ""PoolName"": ""compute-mutaz_83aa1ecc-4f3c-408a-ac8e-fcf77c0feefc"", ""UsageType"": ""publicipaddresses"", ""ConfigType"": ""VirtualMachine"", ""AccountName"": ""bai24499671101746143625a"", ""ClusterType"": ""DSI"", ""SourceEventId"": ""c4cc193a-ce74-100d-7120-20060a633a02"", ""AmlWorkspaceId"": ""d14a23e8-17e5-460f-97fc-0cf6d581f5ce"", ""AMLResourceType"": ""Provisioner.Batch"", ""EmittingService"": ""Machine Learning Service - Non DSVM"", ""Processor_Version"": ""BillingProcessorV2"", ""HostSubscriptionId"": ""638e6bf4-26ad-478e-9cec-b47a06e84c00"", ""PoolAllocationMode"": ""BatchService"", ""SourceResourceProvider"": ""Batch""}",1,Virtual Network,9c150bf9-2bad-430e-a53c-c213804f49ef,Standard IPv4 Static Public IP,IP Addresses,MS-AZR-0017P,,,AAA-21860,,,,,"{""application"": ""gsafj-rqnf-nanylgvpf-abacebq"", ""environment"": ""Dev"", ""cost_center"": ""5555637666""}"
0.006432,/providers/Microsoft.Billing/billingAccounts/92487455,Genafcbeg sbe AFJ,Billing Account,AUD,2/1/2025 0:00,1/1/2025 0:00,Usage,,IP Addresses - Standard IPv4 Static Public IP,Usage-Based,1/10/2025 0:00,1/9/2025 0:00,,,,,,1,Hours,0.006432,0.006432,0.006432,Microsoft,0.0075,0.0075,Standard,1,Hours,Microsoft,Microsoft,australiaeast,Australia East,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3/erfbheprtebhcf/c7c-nace-et/cebivqref/zvpebfbsg.znpuvaryrneavatfreivprf/jbexfcnprf/c7cnacenzyjf,c7cnacenzyjf,Azure Machine Learning workspace,AI and Machine Learning,Azure Machine Learning,1071790,1071790,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3,gsafj-rqnf-nanylgvpf-abacebq,Subscription,640371,fip-nmher-fhonhgb@GenafcbegPybhq.bazvpebfbsg.pbz,fip-nmher-fhonhgb@genafcbegpybhq.bazvpebfbsg.pbz,,0.006432,92487455,Genafcbeg sbe AFJ,1,1/1/2025 0:00,92487455,Genafcbeg sbe AFJ,,,C.5564271,,,,0.006432,,,696330,Qngnpbz,,,,1,AUD,Standard,1 Hour,Cloud Provider,Microsoft,,,c7c-nace-et,Microsoft.MachineLearningServices/workspaces,,,IP Addresses - Standard IPv4 Static Public IP,"{""NodeType"": ""Dedicated"", ""PoolName"": ""compute-mutaz_83aa1ecc-4f3c-408a-ac8e-fcf77c0feefc"", ""UsageType"": ""publicipaddresses"", ""ConfigType"": ""VirtualMachine"", ""AccountName"": ""bai24499671101746143625a"", ""ClusterType"": ""DSI"", ""SourceEventId"": ""aa81480e-01df-9812-3ca1-c88ebbb1873c"", ""AmlWorkspaceId"": ""d14a23e8-17e5-460f-97fc-0cf6d581f5ce"", ""AMLResourceType"": ""Provisioner.Batch"", ""EmittingService"": ""Machine Learning Service - Non DSVM"", ""Processor_Version"": ""BillingProcessorV2"", ""HostSubscriptionId"": ""638e6bf4-26ad-478e-9cec-b47a06e84c00"", ""PoolAllocationMode"": ""BatchService"", ""SourceResourceProvider"": ""Batch""}",1,Virtual Network,9c150bf9-2bad-430e-a53c-c213804f49ef,Standard IPv4 Static Public IP,IP Addresses,MS-AZR-0017P,,,AAA-21860,,,,,"{""application"": ""gsafj-rqnf-nanylgvpf-abacebq"", ""environment"": ""Dev"", ""cost_center"": ""5555637666""}"
